frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,frame_signal_scores,neareast_neighbour_distances,selections
5.800000000000000000e+01,1.684760629992117842e+01,1.474986060455534265e+01,-2.638931432021226695e-03,8.366137073086171938e+01,1.981684858953722816e-01,1.957153511047363281e+01,0.000000000000000000e+00,9.531149164153655207e+00,1.000000000000000000e+00
5.900000000000000000e+01,1.319806303813379316e+02,3.077244446532439781e+01,-2.613980593965932551e-03,8.286279534092673771e+01,1.953981768725290280e-01,2.164355468750000000e+01,0.000000000000000000e+00,2.524902800742614772e+01,1.000000000000000000e+00
6.100000000000000000e+01,1.004584248930650574e+02,7.590851138808466736e+00,-2.413978463974945921e-03,7.646153624929114301e+01,3.615573987009162993e-01,1.738237380981445312e+01,0.000000000000000000e+00,1.107722482956372545e+01,1.000000000000000000e+00
6.200000000000000000e+01,1.168666328439285849e+02,1.006996778485614108e+01,-2.216506131908229597e-03,7.014124575515731408e+01,3.511733328084466477e-01,2.046657371520996094e+01,0.000000000000000000e+00,1.659443604053755550e+01,1.000000000000000000e+00
6.100000000000000000e+01,4.579505824378743029e+01,1.308578305242348172e+01,-2.248406927987329443e-03,7.116226118604774342e+01,4.164571442701882065e-01,2.101527786254882812e+01,0.000000000000000000e+00,5.358134695427179572e+00,1.000000000000000000e+00
6.300000000000000000e+01,9.067525592258556344e+01,1.278647572298988067e+01,-2.761750348974115112e-03,8.759230741041081103e+01,2.286526822693250027e-01,1.962355041503906250e+01,0.000000000000000000e+00,6.556074080770557089e+00,1.000000000000000000e+00
6.100000000000000000e+01,4.792592289180760901e+01,1.800198313644755999e+01,-2.488155224403680241e-03,7.883563427566670612e+01,4.071485143325525025e-01,2.176002502441406250e+01,0.000000000000000000e+00,3.935512388157236252e+00,1.000000000000000000e+00
6.200000000000000000e+01,1.394824474248551098e+02,6.663604668159019973e+00,-2.400269373305276462e-03,7.602276371576246561e+01,2.952750244878692421e-01,1.953402519226074219e+01,0.000000000000000000e+00,2.287090682158543586e+01,1.000000000000000000e+00
6.800000000000000000e+01,8.796537486393090433e+01,6.816664000624073516e+00,-1.911781920128491612e-03,6.038825646857097951e+01,3.195599552830588053e-01,2.408203315734863281e+01,0.000000000000000000e+00,6.556074080770557089e+00,1.000000000000000000e+00
6.800000000000000000e+01,1.072669722472239684e+01,2.119966148639172232e+01,-2.658417333007699265e-03,8.428503559310088633e+01,3.010909957281928673e-01,1.662812042236328125e+01,0.000000000000000000e+00,1.528311989460581621e+01,1.000000000000000000e+00
6.900000000000000000e+01,1.179505837972916851e+02,8.365703845731891519e+00,-2.702082558682481102e-03,8.568258282348095634e+01,2.197281586955635024e-01,1.862931632995605469e+01,0.000000000000000000e+00,9.757949769789057370e+00,1.000000000000000000e+00
6.900000000000000000e+01,8.586573619706594229e+01,2.659424268154858595e+01,-2.428682744687728733e-03,7.693216079015431319e+01,3.031708924886513667e-01,1.947539710998535156e+01,0.000000000000000000e+00,5.796158155960945635e+00,1.000000000000000000e+00
7.000000000000000000e+01,5.867579565734303060e+01,6.717845272656001399e+00,-3.361438361360434210e-03,1.067858947067351352e+02,1.380714804114444583e-01,1.993181037902832031e+01,0.000000000000000000e+00,7.083451147511629742e+00,1.000000000000000000e+00
7.100000000000000000e+01,1.086815692481982438e+02,1.141577810686397498e+01,-2.163743944639786188e-03,6.845254158504710063e+01,2.703864154687314336e-01,1.906804656982421875e+01,0.000000000000000000e+00,6.812071066510871020e+00,1.000000000000000000e+00
7.300000000000000000e+01,1.401611951263186029e+02,2.142777597176584337e+01,1.339114135309432468e-03,-4.205947734894348145e+01,4.155718805429490237e-01,2.746421432495117188e+01,0.000000000000000000e+00,2.178528037233713022e+01,1.000000000000000000e+00
7.300000000000000000e+01,1.017998583479431574e+01,5.926323266833463776e+00,-2.577072346374147810e-03,8.168151164427862909e+01,3.306946489924658117e-01,1.908803367614746094e+01,0.000000000000000000e+00,1.454155459681057216e+01,1.000000000000000000e+00
7.300000000000000000e+01,1.187398031730040060e+02,2.539292510941577774e+01,1.469733467765080119e-03,-4.624007377290541143e+01,4.800672416816742505e-01,2.222640800476074219e+01,0.000000000000000000e+00,1.231793583737428399e+01,1.000000000000000000e+00
7.300000000000000000e+01,5.857405239030571664e+01,2.769123934713177348e+01,-2.645926211432354531e-03,8.388524532310474058e+01,3.804896942006612548e-01,1.874680137634277344e+01,0.000000000000000000e+00,1.635897251118202433e+01,1.000000000000000000e+00
7.500000000000000000e+01,1.151284403453766032e+02,1.361627015901068738e+01,-2.536512689683741422e-03,8.038336111380785098e+01,2.500911139936150551e-01,1.937853622436523438e+01,0.000000000000000000e+00,6.515628047283271052e+00,1.000000000000000000e+00
7.500000000000000000e+01,1.358314185503218674e+01,2.006405077849322893e+01,-3.020891288805276076e-03,9.588636056466457092e+01,3.719801726046262358e-01,1.796356010437011719e+01,0.000000000000000000e+00,6.855949650154859576e+00,1.000000000000000000e+00
7.400000000000000000e+01,1.823546507061490018e+01,2.509991558041242499e+01,-2.443631546458298678e-03,7.741061146089082001e+01,3.996007186452993354e-01,1.647060394287109375e+01,0.000000000000000000e+00,6.855949650154859576e+00,1.000000000000000000e+00
7.600000000000000000e+01,3.373186608964997646e+01,1.829283817004176882e+01,-2.245729896166457143e-03,7.107658022713630430e+01,3.418103993147513231e-01,2.012268257141113281e+01,0.000000000000000000e+00,5.414005935549337067e+00,1.000000000000000000e+00
7.900000000000000000e+01,1.087252055335630274e+02,1.241128352202122542e+01,-2.335226845793896867e-03,7.394101553341089073e+01,2.584429551429804350e-01,1.987042808532714844e+01,0.000000000000000000e+00,6.515628047283271052e+00,1.000000000000000000e+00
7.900000000000000000e+01,3.004750756309732296e+01,1.432585411184564173e+01,-2.464954832322164419e-03,7.809308358009158724e+01,3.313177292329362311e-01,2.068266105651855469e+01,0.000000000000000000e+00,5.414005935549337067e+00,1.000000000000000000e+00
8.200000000000000000e+01,5.446615586528294273e+01,1.921188590939556917e+01,-2.406600175205444829e-03,7.622538707393681534e+01,2.475728298984031239e-01,2.098251342773437500e+01,0.000000000000000000e+00,1.237388611993988974e+01,1.000000000000000000e+00
8.300000000000000000e+01,1.016680407329867109e+02,9.251494887551846347e+00,-2.166735994086149263e-03,6.854830498377700110e+01,4.085722811919144659e-01,1.772318267822265625e+01,0.000000000000000000e+00,7.732259646249292295e+00,1.000000000000000000e+00
8.300000000000000000e+01,1.381138238320738196e+02,2.795438297631575608e+01,-2.071432874031664106e-03,6.549803765043657222e+01,2.811837317167132921e-01,2.221605873107910156e+01,0.000000000000000000e+00,1.559090917298370549e+01,1.000000000000000000e+00
8.400000000000000000e+01,1.287722887809429650e+01,7.524582883535124722e+00,1.183153767175383923e-03,-3.706781688763787486e+01,4.916649364809334566e-01,2.081706809997558594e+01,0.000000000000000000e+00,1.670420861857654415e+01,1.000000000000000000e+00
8.500000000000000000e+01,1.166873609953249655e+02,1.352292724086755982e+01,-2.169752013463824292e-03,6.864483556304013234e+01,3.355727058391076989e-01,2.163103294372558594e+01,0.000000000000000000e+00,3.864669870470020197e+00,1.000000000000000000e+00
8.500000000000000000e+01,1.193203319340470046e+02,2.570587846927871212e+01,-2.412349666415836407e-03,7.640940502856787475e+01,3.476411284570627425e-01,1.937140846252441406e+01,0.000000000000000000e+00,5.804643900491518238e+00,1.000000000000000000e+00
8.500000000000000000e+01,6.560838536836338619e+01,8.086341265531954647e+00,-2.074975736679801966e-03,6.561143035149345337e+01,3.389675211795489806e-01,1.928235816955566406e+01,0.000000000000000000e+00,1.222018780933280979e+01,1.000000000000000000e+00
8.600000000000000000e+01,1.227178821645525204e+02,3.041231483267568336e+01,-2.376872661870288537e-03,7.527392963187375585e+01,3.520985625211763281e-01,1.843689727783203125e+01,0.000000000000000000e+00,5.804643900491518238e+00,1.000000000000000000e+00
8.700000000000000000e+01,5.344788972145007477e+01,6.879968306298926528e+00,1.135950121263020396e-03,-3.555701913979147832e+01,4.692603474954573084e-01,2.588025474548339844e+01,0.000000000000000000e+00,1.222018780933280979e+01,1.000000000000000000e+00
8.800000000000000000e+01,7.992773109962513445e+01,7.007762890718863602e+00,-3.004257426406340987e-03,9.535397791996474837e+01,1.848991540710340775e-01,2.073473548889160156e+01,0.000000000000000000e+00,1.435990924351607845e+01,1.000000000000000000e+00
