frame_indices,x_coords,y_coords,contrasts,masses_kDa,fit_errors,diffblur_errors,frame_signal_scores,neareast_neighbour_distances,selections
4.790000000000000000e+02,2.320876879297680873e+01,1.770386303517954474e+01,-3.405301033982059255e-03,1.081897614151310165e+02,9.645135065682730602e-02,2.155401039123535156e+01,0.000000000000000000e+00,1.183724659957270653e+01,1.000000000000000000e+00
4.790000000000000000e+02,8.465856764101144449e+01,1.447424703967858228e+01,-1.350794388204435608e-03,4.243331499277313412e+01,4.258158100982245564e-01,2.252040100097656250e+01,0.000000000000000000e+00,1.061695934930866336e+01,1.000000000000000000e+00
4.800000000000000000e+02,1.230042882992248678e+02,1.388645085064693596e+01,-1.647408706850449645e-03,5.192673940794142595e+01,2.420574220489410955e-01,2.730046272277832031e+01,0.000000000000000000e+00,9.760610915328175707e+00,1.000000000000000000e+00
4.790000000000000000e+02,5.626536735935250988e+01,2.285317208836394798e+01,-3.002955109021419790e-03,9.531229600887311904e+01,1.433966830731553399e-01,2.253434944152832031e+01,0.000000000000000000e+00,4.205256398753348002e+00,1.000000000000000000e+00
4.820000000000000000e+02,1.162385217681796945e+02,6.851258693512030540e+00,-3.159078579788114714e-03,1.003091767256337192e+02,1.575018724431915818e-01,2.038236045837402344e+01,0.000000000000000000e+00,9.760610915328175707e+00,1.000000000000000000e+00
4.830000000000000000e+02,4.847109546408096037e+01,6.102339260474236582e+00,-4.089447871734680495e-03,1.300865340413779165e+02,1.377348853188435918e-01,1.909956169128417969e+01,0.000000000000000000e+00,1.847541812261166427e+01,1.000000000000000000e+00
4.830000000000000000e+02,6.158425374456581380e+01,2.430909454268243408e+01,-3.508146930998209696e-03,1.114814425254357957e+02,1.706637531589145773e-01,2.054969596862792969e+01,0.000000000000000000e+00,5.514550078818417411e+00,1.000000000000000000e+00
4.830000000000000000e+02,1.154134685859820451e+02,3.104239276840539929e+01,-3.579258567433325246e-03,1.137574383324398752e+02,1.006866677605251503e-01,2.093854904174804688e+01,0.000000000000000000e+00,1.876024751980787997e+01,1.000000000000000000e+00
4.870000000000000000e+02,3.067125495337321439e+01,2.215546790980575764e+01,-3.631452800905273382e-03,1.154279645991267103e+02,2.196527063295781179e-01,1.876962661743164062e+01,0.000000000000000000e+00,8.814976552951904409e+00,1.000000000000000000e+00
4.870000000000000000e+02,1.002426494720889316e+01,7.403602690315954860e+00,-3.639140929668854395e-03,1.156740304992636510e+02,1.390522662145937671e-01,1.976855850219726562e+01,0.000000000000000000e+00,1.665413758384085341e+01,1.000000000000000000e+00
4.870000000000000000e+02,2.294557288584754318e+01,1.791074786949637243e+01,3.675935156486748005e-03,-1.168516648521995904e+02,2.904858704553531235e-01,1.747572898864746094e+01,0.000000000000000000e+00,8.814976552951904409e+00,1.000000000000000000e+00
4.880000000000000000e+02,2.155722036563169652e+01,2.700206875316701272e+01,-5.319323845221597506e-03,1.694498886077623183e+02,7.750475023789449303e-02,1.818372154235839844e+01,0.000000000000000000e+00,9.196718878505290462e+00,1.000000000000000000e+00
4.890000000000000000e+02,1.252416009827452257e+02,6.355918325198705254e+00,-5.009797693828968966e-03,1.595432086599521142e+02,6.214405396268263271e-02,1.900475311279296875e+01,0.000000000000000000e+00,1.420078975988316117e+01,1.000000000000000000e+00
4.890000000000000000e+02,1.070653126052992974e+02,1.209035144020394092e+01,-3.943941840750783516e-03,1.254294746202334778e+02,1.530050667149566168e-01,1.976286315917968750e+01,0.000000000000000000e+00,1.055187740556105780e+01,1.000000000000000000e+00
4.880000000000000000e+02,6.910073484444835934e+00,2.663140548934850926e+01,1.339707414216538550e-03,-4.207846580670720726e+01,3.726877886172655918e-01,3.042081260681152344e+01,0.000000000000000000e+00,1.465183616527998645e+01,1.000000000000000000e+00
4.900000000000000000e+02,1.413896184114034043e+02,6.679423643954008227e+00,-3.078381192596560054e-03,9.772637981514853323e+01,3.136129716258939659e-01,1.854808425903320312e+01,0.000000000000000000e+00,7.976244153494771894e+00,1.000000000000000000e+00
4.900000000000000000e+02,6.683638498099037406e+01,1.345443572137094357e+01,-3.498807029863265118e-03,1.111825100737777348e+02,1.766104182669014921e-01,1.858069419860839844e+01,0.000000000000000000e+00,2.346030827871988578e+01,1.000000000000000000e+00
4.900000000000000000e+02,1.419864452165458601e+02,1.463330751039453936e+01,-3.203709897001608305e-03,1.017376446379375778e+02,2.109035999574147002e-01,1.813939476013183594e+01,0.000000000000000000e+00,7.976244153494771894e+00,1.000000000000000000e+00
4.890000000000000000e+02,1.277585648397140972e+02,2.902989320013920604e+01,2.153974200115332631e-03,-6.813985158538092435e+01,2.453143697390032241e-01,2.303566932678222656e+01,0.000000000000000000e+00,1.643016140727090502e+01,1.000000000000000000e+00
4.910000000000000000e+02,9.029620451459260266e+01,1.330300262265036260e+01,-2.882145236672525347e-03,9.144566071970120902e+01,1.987322279167347272e-01,2.102242469787597656e+01,0.000000000000000000e+00,1.681289710454725395e+01,1.000000000000000000e+00
4.930000000000000000e+02,1.162257566379179536e+02,1.732756271217409250e+01,-1.023167075858161246e-02,3.266742408775655804e+02,2.734902890318513524e-02,1.685985946655273438e+01,0.000000000000000000e+00,1.055187740556105780e+01,1.000000000000000000e+00
4.920000000000000000e+02,4.113541328944502595e+01,2.080683498334739667e+01,-2.198236964276005512e-03,6.955652360540990742e+01,3.068452148745332009e-01,2.228130722045898438e+01,0.000000000000000000e+00,9.985944233532508818e+00,1.000000000000000000e+00
4.930000000000000000e+02,2.176206636410481821e+01,8.528342034597168109e+00,-1.782233798373186393e-03,5.624194516564718072e+01,2.520302923547561580e-01,2.238088989257812500e+01,0.000000000000000000e+00,1.589302659444094168e+01,1.000000000000000000e+00
4.950000000000000000e+02,7.324443855930262259e+00,1.517238828993423283e+01,-1.784188637828636181e-03,5.630451166850117772e+01,2.851182028585145245e-01,2.556180191040039062e+01,0.000000000000000000e+00,1.434966933425571689e+01,1.000000000000000000e+00
4.960000000000000000e+02,7.892742159802186741e+00,2.951079988398101506e+01,-3.527078577160651634e-03,1.120873679329423140e+02,1.398069448186654018e-01,1.988283920288085938e+01,0.000000000000000000e+00,1.434966933425571689e+01,1.000000000000000000e+00
4.960000000000000000e+02,5.543721511568172389e+01,2.762321402662376713e+01,-3.176301455410164738e-03,1.008604113008091332e+02,1.201859488917947916e-01,2.466438674926757812e+01,0.000000000000000000e+00,1.584312338961496103e+01,1.000000000000000000e+00
4.970000000000000000e+02,4.478637027299416928e+01,1.151223465092347276e+01,-2.668651972433266038e-03,8.461260499786409639e+01,1.954560463114586311e-01,2.449485015869140625e+01,0.000000000000000000e+00,9.985944233532508818e+00,1.000000000000000000e+00
4.990000000000000000e+02,3.736288995173054417e+01,2.002299307795081162e+01,-3.019269999548859253e-03,9.583446965433637388e+01,1.155753301602800986e-01,2.136534118652343750e+01,0.000000000000000000e+00,6.886576479537930950e+00,1.000000000000000000e+00
5.010000000000000000e+02,1.691794702550924967e+01,1.711260273405808263e+01,2.874207827111103716e-03,-9.119161634966687302e+01,1.856720590495071210e-01,2.175247573852539062e+01,0.000000000000000000e+00,7.644304758816132583e+00,1.000000000000000000e+00
5.020000000000000000e+02,2.450579345426138289e+01,1.803995478119685458e+01,-3.387738951914158123e-03,1.076276702138509762e+02,9.977496901357230108e-02,2.075623512268066406e+01,0.000000000000000000e+00,7.644304758816132583e+00,1.000000000000000000e+00
5.010000000000000000e+02,6.950450600511769039e+01,1.802160695119359701e+01,-1.018951047288024553e-03,3.181235209034985445e+01,4.864255802198208523e-01,3.041198158264160156e+01,0.000000000000000000e+00,6.562768933696934148e+00,1.000000000000000000e+00
5.030000000000000000e+02,2.889460587216449028e+01,7.350399579225333824e+00,-3.030794087680980815e-03,9.620330909585571533e+01,1.130386993764600501e-01,2.177190017700195312e+01,0.000000000000000000e+00,1.155544308347961646e+01,1.000000000000000000e+00
5.030000000000000000e+02,1.089023020190169291e+02,8.596706809234877511e+00,-2.784841767582256142e-03,8.833137030594491534e+01,2.675328699684631495e-01,2.489754867553710938e+01,0.000000000000000000e+00,5.869746525583861008e+00,1.000000000000000000e+00
5.040000000000000000e+02,1.216430648356644042e+02,1.239874314948975709e+01,-2.980973783483232761e-03,9.460876270173352509e+01,1.427523155533945154e-01,2.185857772827148438e+01,0.000000000000000000e+00,1.329595868986834795e+01,1.000000000000000000e+00
5.040000000000000000e+02,7.721369435139536108e+01,1.767359983864627893e+01,-3.923332837976595960e-03,1.247698638131697919e+02,1.644886972085314314e-01,1.842634010314941406e+01,0.000000000000000000e+00,6.318380035047331589e+00,1.000000000000000000e+00
5.040000000000000000e+02,4.027207240525306275e+01,2.626491530276599562e+01,-1.569818873769072455e-03,4.944340273321182622e+01,3.325282830253833977e-01,2.918595886230468750e+01,0.000000000000000000e+00,6.886576479537930950e+00,1.000000000000000000e+00
5.060000000000000000e+02,7.333042241465687994e+01,1.268941230880512272e+01,-3.634612191382246161e-03,1.155290839072843738e+02,2.423857827390057951e-01,1.827987861633300781e+01,0.000000000000000000e+00,6.318380035047331589e+00,1.000000000000000000e+00
5.060000000000000000e+02,8.461571286621463628e+01,1.279842735457624237e+01,-3.194435612116200852e-03,1.014408122969829691e+02,1.392472888241846896e-01,2.172046470642089844e+01,0.000000000000000000e+00,8.863249113229354492e+00,1.000000000000000000e+00
5.060000000000000000e+02,1.260711533440315151e+02,3.004183262318598224e+01,-1.639460914747768120e-03,5.167236273476293462e+01,3.534443865356901027e-01,2.472170257568359375e+01,0.000000000000000000e+00,1.819028790357050340e+01,1.000000000000000000e+00
5.060000000000000000e+02,2.247959538427398840e+01,3.132039429603179670e+01,-3.047099602896043580e-03,9.672518267549672544e+01,1.967164828625803663e-01,2.126728630065917969e+01,0.000000000000000000e+00,1.343411896352008661e+01,1.000000000000000000e+00
5.060000000000000000e+02,1.031038055715379329e+02,7.684915592356104774e+00,-1.764613259044777328e-03,5.567798298394149725e+01,3.517650506178843228e-01,2.626094818115234375e+01,0.000000000000000000e+00,5.869746525583861008e+00,1.000000000000000000e+00
5.060000000000000000e+02,4.426408173081338049e+01,1.725043181014308402e+01,1.850373781197717400e-03,-5.842283036211523495e+01,3.990248853373647986e-01,3.106634712219238281e+01,0.000000000000000000e+00,9.858856480045314896e+00,1.000000000000000000e+00
5.060000000000000000e+02,6.166676426337308925e+01,2.613456173447518438e+01,1.655138243999641681e-03,-5.217413062298813742e+01,3.180667413996021153e-01,2.397707557678222656e+01,0.000000000000000000e+00,9.156472317037206210e+00,1.000000000000000000e+00
5.100000000000000000e+02,1.137045691308766635e+02,1.280627553897034687e+01,-3.247794883568323569e-03,1.031486267163661239e+02,1.401929985384258170e-01,2.161551856994628906e+01,0.000000000000000000e+00,1.140792502929181396e+01,1.000000000000000000e+00
5.090000000000000000e+02,5.800740518543648250e+01,1.774110735434112485e+01,-3.309282928644039466e-03,1.051166102952688277e+02,1.436192203307510296e-01,1.911122703552246094e+01,0.000000000000000000e+00,9.156472317037206210e+00,1.000000000000000000e+00
5.090000000000000000e+02,7.327493366632057814e+01,3.080976492233399000e+01,-3.417274492675083115e-03,1.085729833904194663e+02,1.062851267386359932e-01,2.283522605895996094e+01,0.000000000000000000e+00,1.032436113872818417e+01,1.000000000000000000e+00
5.110000000000000000e+02,3.246292206905425815e+01,8.875134358069214358e+00,-3.694711208146581830e-03,1.174526103091202032e+02,1.236117035365298378e-01,2.039531135559082031e+01,0.000000000000000000e+00,9.403859215659172932e+00,1.000000000000000000e+00
5.110000000000000000e+02,2.874516658374917455e+01,1.751289230208581671e+01,3.460335999522831836e-03,-1.099512080234326419e+02,1.107587067621440546e-01,2.279673957824707031e+01,0.000000000000000000e+00,9.403859215659172932e+00,1.000000000000000000e+00
5.120000000000000000e+02,9.113478238576692547e+01,1.416702269534084202e+01,-1.557872981533048925e-03,4.906106304869451407e+01,3.912766000523950627e-01,2.370471572875976562e+01,0.000000000000000000e+00,9.204278528691528294e+00,1.000000000000000000e+00
5.120000000000000000e+02,1.027216620891216081e+02,1.589115906774575926e+01,-3.294916555336454937e-03,1.046568008034741695e+02,1.040605725196077636e-01,2.123211860656738281e+01,0.000000000000000000e+00,8.005345642813258777e+00,1.000000000000000000e+00
5.140000000000000000e+02,7.449517936198276402e+01,1.247031359637284531e+01,-3.269868953780185033e-03,1.038551284053203858e+02,1.433089542436186692e-01,2.048403167724609375e+01,0.000000000000000000e+00,7.840489523216479739e+00,1.000000000000000000e+00
5.120000000000000000e+02,6.689520503689770692e+01,1.439740109353411945e+01,-1.154460510911455235e-03,3.614946183043732475e+01,4.306191722826965274e-01,2.471368026733398438e+01,0.000000000000000000e+00,7.840489523216479739e+00,1.000000000000000000e+00
5.120000000000000000e+02,7.849626948962533390e+01,2.190302112096891562e+01,-3.256191353342532176e-03,1.034173637467278439e+02,1.912264835277158737e-01,1.767100715637207031e+01,0.000000000000000000e+00,1.024620385577459380e+01,1.000000000000000000e+00
5.150000000000000000e+02,6.866152889557713479e+01,3.078083062155788596e+01,-2.759825246279673343e-03,8.753069266097948287e+01,1.757722422587383315e-01,2.118353462219238281e+01,0.000000000000000000e+00,1.324906125281966141e+01,1.000000000000000000e+00
5.150000000000000000e+02,1.000586073336310733e+02,3.050408430066715937e+01,1.327612922491097983e-03,-4.169137005367858961e+01,4.583638293147900278e-01,2.425819396972656250e+01,0.000000000000000000e+00,1.485360038824566153e+01,1.000000000000000000e+00
5.160000000000000000e+02,1.250060635491234251e+02,1.000457827214666828e+01,-1.430207410564275682e-03,4.497500458076950025e+01,4.747368121277335540e-01,2.205619239807128906e+01,0.000000000000000000e+00,5.395194633845933119e+00,1.000000000000000000e+00
5.190000000000000000e+02,1.207120390558723955e+02,1.327099508395133931e+01,1.330517332706399785e-03,-4.178432847515828996e+01,4.689856172488532371e-01,2.332696151733398438e+01,0.000000000000000000e+00,5.395194633845933119e+00,1.000000000000000000e+00
5.190000000000000000e+02,1.379836836594408283e+02,2.345530929665483910e+01,-2.611703140153081356e-03,8.278990325759767188e+01,2.174890004163633206e-01,2.086895942687988281e+01,0.000000000000000000e+00,6.859202177560274727e+00,1.000000000000000000e+00
5.210000000000000000e+02,1.155467975004106762e+02,5.718390402280635776e+00,-3.446729481143414112e-03,1.095157184139685853e+02,1.986111087416408960e-01,1.938642311096191406e+01,0.000000000000000000e+00,9.149948513727430566e+00,1.000000000000000000e+00
5.220000000000000000e+02,5.682197969438650631e+01,8.786927560651264457e+00,-3.930064051770998552e-03,1.249853027362507731e+02,1.145744032489104391e-01,1.919759178161621094e+01,0.000000000000000000e+00,7.025645834027525183e+00,1.000000000000000000e+00
5.220000000000000000e+02,9.174018293269195112e+01,1.450885572473626262e+01,-4.543605910178498582e-03,1.446222955993118262e+02,9.015155138182473493e-02,1.955161094665527344e+01,0.000000000000000000e+00,9.204508033618845175e+00,1.000000000000000000e+00
5.230000000000000000e+02,9.805513140018933882e+01,2.120545142656911608e+01,-3.122640937503992284e-03,9.914295520109537563e+01,1.594522107774880570e-01,2.148977851867675781e+01,0.000000000000000000e+00,9.204508033618845175e+00,1.000000000000000000e+00
5.230000000000000000e+02,8.845944975140724864e+01,2.969847793390296786e+01,-2.744335962320027140e-03,8.703494334183933745e+01,1.934232686865060558e-01,2.266221809387207031e+01,0.000000000000000000e+00,1.095983798737251469e+01,1.000000000000000000e+00
5.240000000000000000e+02,2.711275247662657151e+01,2.969049770199872640e+01,-1.493437659310562111e-03,4.699874905124983115e+01,3.386377750880320558e-01,2.544223976135253906e+01,0.000000000000000000e+00,1.957645321183485976e+01,1.000000000000000000e+00
5.240000000000000000e+02,9.938219201988961515e+01,3.059944965696775299e+01,-1.079070818708467022e-03,3.373654276476669622e+01,4.667451389161892950e-01,2.585997962951660156e+01,0.000000000000000000e+00,9.487270030999011894e+00,1.000000000000000000e+00
5.260000000000000000e+02,8.157745518567153908e+01,1.622077227203054761e+01,-3.477815784794803782e-03,1.105106652371987650e+02,1.727881303846589001e-01,2.089139747619628906e+01,0.000000000000000000e+00,8.332329364152617046e+00,1.000000000000000000e+00
5.260000000000000000e+02,6.267569648555852524e+01,1.267198857869706607e+01,-2.745662851362876307e-03,8.707741169229896627e+01,4.899102801730563783e-01,1.665628433227539062e+01,0.000000000000000000e+00,7.025645834027525183e+00,1.000000000000000000e+00
5.290000000000000000e+02,8.964376840415188497e+01,1.413215940840808749e+01,-2.071231270879351702e-03,6.549158514909720452e+01,3.370443365332922436e-01,2.084710693359375000e+01,0.000000000000000000e+00,8.332329364152617046e+00,1.000000000000000000e+00
5.280000000000000000e+02,7.385148503190457348e+01,1.177073103738026383e+01,3.416617640961635595e-03,-1.085519602243024195e+02,2.549084908952886641e-01,1.828209114074707031e+01,0.000000000000000000e+00,8.915911720457183165e+00,1.000000000000000000e+00
5.290000000000000000e+02,1.018702908304923760e+01,1.985396335502121445e+01,-1.356544882600642854e-03,4.261736505532386587e+01,3.901442285997207549e-01,2.682570838928222656e+01,0.000000000000000000e+00,1.957645321183485976e+01,1.000000000000000000e+00
5.300000000000000000e+02,1.395097540328807781e+02,2.990397231957778601e+01,-3.320469698728432690e-03,1.054746535506680942e+02,2.262417990361990094e-01,1.976166534423828125e+01,0.000000000000000000e+00,7.176025055510339534e+00,1.000000000000000000e+00
5.320000000000000000e+02,3.512396314633985384e+01,1.652050688777936216e+01,-3.255511292584039457e-03,1.033955977529688681e+02,1.419965375752118009e-01,1.991019058227539062e+01,0.000000000000000000e+00,9.820318832436694123e+00,1.000000000000000000e+00
5.310000000000000000e+02,1.100152827954907764e+02,2.441661534082590279e+01,-3.196339813991597514e-03,1.015017580957489116e+02,1.542645324590312672e-01,2.039507865905761719e+01,0.000000000000000000e+00,7.986966387619483854e+00,1.000000000000000000e+00
5.320000000000000000e+02,7.061164670565491974e+01,2.612303653892394095e+01,-3.753349818954643258e-03,1.193293950242274946e+02,2.147599732453053800e-01,1.825382041931152344e+01,0.000000000000000000e+00,8.156412762150141660e+00,1.000000000000000000e+00
5.330000000000000000e+02,7.672648044789896460e+01,2.072527057036996823e+01,-3.098217327736197887e-03,9.836125425579194825e+01,2.415702592450814645e-01,1.810940551757812500e+01,0.000000000000000000e+00,8.156412762150141660e+00,1.000000000000000000e+00
5.340000000000000000e+02,1.425807698401395385e+02,2.341828056704444450e+01,-3.142815693345357882e-03,9.978866752054362621e+01,2.576236890491543363e-01,2.155327987670898438e+01,0.000000000000000000e+00,7.176025055510339534e+00,1.000000000000000000e+00
5.350000000000000000e+02,1.101221551140024530e+02,1.643036400590666091e+01,-2.607578947104005184e-03,8.265790452212296202e+01,1.776379049449765546e-01,2.026875686645507812e+01,0.000000000000000000e+00,7.986966387619483854e+00,1.000000000000000000e+00
5.360000000000000000e+02,4.736272313281138935e+01,6.261002397095040806e+00,-3.247440806179987226e-03,1.031372941315514851e+02,1.279858652770854421e-01,1.962768173217773438e+01,0.000000000000000000e+00,1.236960984260525542e+01,1.000000000000000000e+00
5.350000000000000000e+02,7.117936246588877225e+01,7.100527265698021395e+00,-2.134268188384386145e-03,6.750914186864798694e+01,3.119337462989625331e-01,2.078206634521484375e+01,0.000000000000000000e+00,1.471068142624752362e+01,1.000000000000000000e+00
5.350000000000000000e+02,2.161682650366538994e+01,8.288167516369911780e+00,-2.582618031584107358e-03,8.185900659331342410e+01,1.575436170089479226e-01,2.450589370727539062e+01,0.000000000000000000e+00,1.581815892605512275e+01,1.000000000000000000e+00
5.360000000000000000e+02,1.367320571385817800e+02,1.255235698895945262e+01,-3.120544569254437694e-03,9.907585893408321454e+01,1.483550525285826094e-01,2.090257453918457031e+01,0.000000000000000000e+00,1.234000548906467820e+01,1.000000000000000000e+00
5.370000000000000000e+02,3.687956628409890669e+01,2.967875249472074373e+01,-3.431371095518995825e-03,1.090241586210024565e+02,1.680789560213623579e-01,2.143882751464843750e+01,0.000000000000000000e+00,1.277880531179854096e+01,1.000000000000000000e+00
5.400000000000000000e+02,1.157062252815316157e+02,3.103755301644695663e+01,-3.209104611201133057e-03,1.019103076156670653e+02,1.294822495636639426e-01,2.029566001892089844e+01,0.000000000000000000e+00,4.720509136426934482e+00,1.000000000000000000e+00
5.400000000000000000e+02,1.415088686447074053e+02,2.974472415384935431e+01,1.376636062420384492e-03,-4.326040244441868765e+01,4.333644881983230723e-01,2.186145973205566406e+01,0.000000000000000000e+00,1.418616230507274700e+01,1.000000000000000000e+00
5.410000000000000000e+02,4.965228755556498186e+01,3.007303224095257121e+01,3.723389468747373941e-03,-1.183704854158072663e+02,2.781932861595431961e-01,1.978515052795410156e+01,0.000000000000000000e+00,1.150270844390150948e+01,1.000000000000000000e+00
5.420000000000000000e+02,4.627779101733823097e+01,6.122028330443799682e+00,-3.345341869894700917e-03,1.062707111317246813e+02,1.177869244499482049e-01,2.158088111877441406e+01,0.000000000000000000e+00,1.015229058557347130e+01,1.000000000000000000e+00
5.430000000000000000e+02,4.756751991485185016e+01,1.876082443568137847e+01,-3.457480762066755808e-03,1.098598234230520916e+02,2.272213550293238349e-01,1.786952018737792969e+01,0.000000000000000000e+00,1.124304635628969962e+01,1.000000000000000000e+00
5.430000000000000000e+02,1.004330710545028715e+01,7.355040357549740726e+00,-3.440846762216002996e-03,1.093274363790756354e+02,1.524867738830757435e-01,2.016356468200683594e+01,0.000000000000000000e+00,1.417431347263917729e+01,1.000000000000000000e+00
5.430000000000000000e+02,1.023176053968401362e+02,8.577485788252110055e+00,-2.207760079705341303e-03,6.986132000545563869e+01,3.839807967413653156e-01,1.991439056396484375e+01,0.000000000000000000e+00,1.083430930699885408e+01,1.000000000000000000e+00
5.450000000000000000e+02,5.536085102192110696e+01,1.065711654205233039e+01,3.859332867997546709e-03,-1.227214836798619189e+02,2.087701489859490334e-01,1.881748008728027344e+01,0.000000000000000000e+00,4.188485124357907985e+00,1.000000000000000000e+00
5.480000000000000000e+02,5.296094532558932855e+01,7.224353764684549262e+00,-3.115527496861374406e-03,9.891528274286496014e+01,2.269996191741791014e-01,1.859653472900390625e+01,0.000000000000000000e+00,4.188485124357907985e+00,1.000000000000000000e+00
5.470000000000000000e+02,2.380246446701674046e+01,1.076044064537086165e+01,-3.499762081346029750e-03,1.112130774081721256e+02,1.108715383229685880e-01,2.169471549987792969e+01,0.000000000000000000e+00,7.661789116884330397e+00,1.000000000000000000e+00
5.480000000000000000e+02,1.224843075973146256e+02,9.730541275454601902e+00,-3.160839069103354906e-03,1.003655228667244046e+02,1.518875610739082171e-01,2.108810234069824219e+01,0.000000000000000000e+00,1.399809632034564544e+01,1.000000000000000000e+00
5.480000000000000000e+02,1.036549154497278806e+02,1.932894429313261497e+01,2.807843929529132455e-03,-8.906757645683116209e+01,1.568963096868611906e-01,2.102050399780273438e+01,0.000000000000000000e+00,1.083430930699885408e+01,1.000000000000000000e+00
5.490000000000000000e+02,8.619779520865931488e+01,1.283127031250750960e+01,-3.363716515049030003e-03,1.068588091902554993e+02,1.795014846085285498e-01,1.954063224792480469e+01,0.000000000000000000e+00,6.405065055347529679e+00,1.000000000000000000e+00
5.490000000000000000e+02,7.145582902858124896e+01,1.347729908840523017e+01,-4.038920417778039257e-03,1.284693546441798730e+02,1.148692858729116750e-01,1.830854797363281250e+01,0.000000000000000000e+00,1.019232135620495860e+01,1.000000000000000000e+00
5.490000000000000000e+02,2.526052413021315246e+01,3.025037692016917390e+01,-3.407178242165101196e-03,1.082498432550050893e+02,1.304725975919793779e-01,2.143481826782226562e+01,0.000000000000000000e+00,1.954439955529817396e+01,1.000000000000000000e+00
5.520000000000000000e+02,3.138849971487516655e+01,9.685693377471698895e+00,-5.198755956509351975e-03,1.655909982358780326e+02,1.212314636111874178e-01,1.679734230041503906e+01,0.000000000000000000e+00,7.661789116884330397e+00,1.000000000000000000e+00
5.540000000000000000e+02,5.603107250384873339e+01,3.023502638314885971e+01,-1.349611115759736992e-03,4.239544322863316950e+01,4.790068153826743114e-01,2.163455200195312500e+01,0.000000000000000000e+00,1.381798446438977734e+01,1.000000000000000000e+00
5.560000000000000000e+02,1.069520947418699990e+02,1.663898803237096047e+01,-3.588808545457661866e-03,1.140630944954815362e+02,2.500604120656120255e-01,1.908216667175292969e+01,0.000000000000000000e+00,3.496341703129941081e+00,1.000000000000000000e+00
5.550000000000000000e+02,2.899523112167956995e+01,2.589738142739210502e+01,-3.477337301581518488e-03,1.104953509251993040e+02,1.019015695945389988e-01,2.199700736999511719e+01,0.000000000000000000e+00,1.125385771327556661e+01,1.000000000000000000e+00
5.570000000000000000e+02,2.270616270004805415e+01,1.656480772992315664e+01,-6.269877639108200479e-03,1.998732701761463488e+02,4.883679516178762725e-02,1.764490318298339844e+01,0.000000000000000000e+00,1.107723748563424948e+01,1.000000000000000000e+00
5.560000000000000000e+02,1.035400328622866226e+02,1.587594213929536480e+01,3.494365553033505420e-03,-1.110403563680243479e+02,2.897330369881433443e-01,1.794956016540527344e+01,0.000000000000000000e+00,3.496341703129941081e+00,1.000000000000000000e+00
5.560000000000000000e+02,1.143509532342527422e+02,2.524408997256418985e+01,-3.192559753552300615e-03,1.013807736529578705e+02,1.620853613194295217e-01,2.065411949157714844e+01,0.000000000000000000e+00,1.134860724456624759e+01,1.000000000000000000e+00
5.570000000000000000e+02,1.388666453156388627e+02,1.040663620062285055e+01,-1.791451494473443422e-03,5.653696632851361414e+01,3.257781169312240488e-01,2.320059585571289062e+01,0.000000000000000000e+00,2.865604984403528022e+01,1.000000000000000000e+00
5.600000000000000000e+02,7.998473336419758084e+01,2.207755407194764530e+01,1.488302689648394539e-03,-4.683439944538960731e+01,4.950105785677418879e-01,2.008948707580566406e+01,0.000000000000000000e+00,2.183808764626078869e+01,1.000000000000000000e+00
5.640000000000000000e+02,5.898967427290394028e+01,1.339590431540063520e+01,-3.661194507901757971e-03,1.163798763228697908e+02,8.730328604324477659e-02,2.071151733398437500e+01,0.000000000000000000e+00,1.171804113155442550e+01,1.000000000000000000e+00
5.650000000000000000e+02,5.835636983341055384e+01,2.509681938421979552e+01,-3.003457872762583299e-03,9.532838744234541650e+01,1.375056439969253308e-01,2.393609428405761719e+01,0.000000000000000000e+00,1.171804113155442550e+01,1.000000000000000000e+00
5.670000000000000000e+02,1.390239969698062623e+02,1.900269917451516832e+01,-3.628240135856497517e-03,1.153251401874427842e+02,1.611376563657969108e-01,1.935983467102050781e+01,0.000000000000000000e+00,1.226546298236441679e+01,1.000000000000000000e+00
5.680000000000000000e+02,6.737993514826365882e+00,2.503237798502028966e+01,-3.786712493604833894e-03,1.203971992742894201e+02,9.790053891152783461e-02,2.059541893005371094e+01,0.000000000000000000e+00,1.819468189291756133e+01,1.000000000000000000e+00
5.680000000000000000e+02,1.262902517711249430e+02,2.201047290016851932e+01,-1.196620763067466654e-03,3.749884094670713353e+01,4.116598013451852056e-01,3.204167175292968750e+01,0.000000000000000000e+00,8.040644386119712550e+00,1.000000000000000000e+00
5.680000000000000000e+02,1.025638505881844367e+02,2.406246362151398088e+01,-9.995130268567464782e-04,3.119021969098628233e+01,4.854275165810476578e-01,2.702890586853027344e+01,0.000000000000000000e+00,2.118694170144586053e+01,1.000000000000000000e+00
5.690000000000000000e+02,8.583646160172325779e+01,6.929044539292206650e+00,-1.301334337537136824e-03,4.085029885678962103e+01,4.014380011916935942e-01,2.760050392150878906e+01,0.000000000000000000e+00,1.204040721344684961e+01,1.000000000000000000e+00
5.700000000000000000e+02,5.378547951888047862e+01,9.590294937258500241e+00,-1.996402165190844062e-03,6.309660818995628517e+01,2.286841137034971716e-01,2.444694137573242188e+01,0.000000000000000000e+00,1.616617885252025744e+01,1.000000000000000000e+00
5.710000000000000000e+02,1.311558065920240779e+02,2.841190542960000798e+01,-1.381490441201683452e-03,4.341577147128571568e+01,3.635681058835256163e-01,2.850242042541503906e+01,0.000000000000000000e+00,8.040644386119712550e+00,1.000000000000000000e+00
